"","table_id","Line","Termini","Length","Type","Maximum speed","Opening","Status","country"
"214","24","Vestfold Line","Drammen–Kobbervikdalen","9 km (5.6 mi)","Partly new","200 km/h (120 mph)","2025","Under construction","Norway"
"215","24","Vestfold Line","Kobbervikdalen–Holm","24.7 km (15.3 mi)","Partly new","200 km/h (120 mph)","2001–2002","Operational","Norway"
"216","24","Vestfold Line","Nykirke – Holm","14.1 km (8.8 mi)","New","200 km/h (120 mph)","2016","Operational","Norway"
"217","24","Vestfold Line","Nykirke – Barkåker","13.6 km (8.5 mi)","New","250 km/h (160 mph)","2026","Under construction","Norway"
"218","24","Vestfold Line","Tønsberg – Barkåker","7.7 km (4.8 mi)","New","200 km/h (120 mph)","2011","Operational","Norway"
"219","24","Vestfold Line","Tønsberg–Larvik[63]","40 km (25 mi)","New","200 km/h (120 mph)","2032","Under construction","Norway"
"220","24","Follo Line","Oslo–Ski","22 km (14 mi)","New","200 km/h (120 mph)","2022","Operational","Norway"
"221","24","Østfold Line","Ski–Fredrikstad","50 km (31 mi)[64]","Partly new","250 km/h (160 mph)","2029","Undergoing upgrade and construction","Norway"
"222","25","Warsaw–Gdańsk railway","Warszawa Wschodnia–Gdańsk Główny","150 km (93 mi)[65]","Upgraded","200 km/h (120 mph)","2014–2020","Operational","Poland"
"223","25","Grodzisk Mazowiecki–Zawiercie railway","Grodzisk Mazowiecki–Zawiercie","135.047 km (83.914 mi)[66]","Upgraded","200 km/h (120 mph)","1977[dh]–2011","Operational","Poland"
"224","25","Warsaw-Białystok railway","Warszawa Wschodnia–Białystok","224.1 km (139.2 mi)","Upgraded","250 km/h (160 mph)","2030[67]","Undergoing upgrade","Poland"
"225","25","Y-line","Warsaw–Lodz–Wroclaw/Poznan","140 km (87 mi)[di]","New","350 km/h (220 mph)","2032?","Approved","Poland"
"226","26","Linha do Norte","Santa Apolónia, Lisbon–Campanhã, Porto","332 km (206 mi)[68]","Upgraded","220 km/h (140 mph)","1999","Operational","Portugal"
"227","26","Linha do Norte","Santa Apolónia, Lisbon–Braga","389 km (242 mi)[68]","Upgraded","220 km/h (140 mph)","-","Operational","Portugal"
"228","26","Linha do Norte e Linha do Sul","Campanhã, Porto–Faro","627 km (390 mi)[68]","Upgraded","220 km/h (140 mph)","-","Operational","Portugal"
"229","26","Linha do Sul","Campolide, Lisbon–Tunes, Silves","273.6 km (170.0 mi)[69]","Upgraded","220 km/h (140 mph)","2004","Operational","Portugal"
"230","26","Linha de Évora","Casa Branca–Évora","26.164 km (16.258 mi)","Upgraded","200 km/h (120 mph)","2010","Operational","Portugal"
"231","26","Porto–Lisbon high-speed rail line","Porto-Campanhã – Lisbon-Santa Apolónia","290 km (180 mi)","New","300 km/h (190 mph)","2030","Under construction","Portugal"
"232","26","Porto–Vigo high-speed rail line","Porto – Vigo on Galicia, Spain borders","155.6 km (96.7 mi)","New","250 km/h (160 mph)","2032","Under construction","Portugal"
"233","26","Lisbon–Madrid high-speed rail line","Lisbon – Madrid on Extremadura, Spain borders","644 km (400 mi)","New","300 km/h (190 mph)","2030","Under construction","Portugal"
"234","27","Saint Petersburg–Moscow railway","Moscow Leningradsky–Moskovsky (Saint Petersburg)","650 km (400 mi)","Upgraded","250 km/h (160 mph)","1984","Operational","Russia"
"235","27","Moscow–Saint Petersburg HSR","Moscow–Saint Petersburg","679 km (422 mi)","New","360 km/h (220 mph)","2029","Under construction","Russia"
"236","27","Riihimäki–Saint Petersburg railway","Finnish border–St. Petersburg","197 km (122 mi)","Upgraded","200 km/h (120 mph)","2013","Service discontinued","Russia"
"237","28","Budapest–Belgrade railway","Hungarian border–Belgrade","150 km (93 mi)","Upgraded","200 km/h (120 mph)","2025","Operational","Serbia"
"238","28","Belgrade - Niš","Belgrade–Niš","228 km (142 mi)","Upgraded","200 km/h (120 mph)","2026","Undergoing upgrade","Serbia"
"239","29","Madrid–Seville","Madrid Atocha–Seville–Santa Justa","471.8 km (293.2 mi)","New","300 km/h (190 mph)","1992","Operational","Spain"
"240","29","Madrid–Levante","Madrid Atocha–Valencia-Joaquín Sorolla/Alicante","603 km (375 mi)","New","300 km/h (190 mph)","1997–2010–2022","Operational","Spain"
"241","29","Madrid–Barcelona","Madrid Atocha–Barcelona Sants","620.9 km (385.8 mi)","New","300 km/h (190 mph)[dj]","2003–2008","Operational","Spain"
"242","29","Zaragoza-Huesca branch of Madrid–Barcelona high-speed rail line","Zaragoza–Huesca","57 km (35 mi)","New","200 km/h (120 mph)","2005","Operational","Spain"
"243","29","Madrid–Toledo","Madrid Atocha–Toledo","74 km (46 mi)","New","300 km/h (190 mph)","2005","Operational","Spain"
"244","29","Madrid–Málaga","Cordoba–Málaga María Zambrano","154.5 km (96.0 mi)","New","300 km/h (190 mph)","2007","Operational","Spain"
"245","29","Madrid–Galicia","Madrid Chamartín–Santiago de Compostela","415.7 km (258.3 mi)","New","300 km/h (190 mph)","2011–2021","Operational","Spain"
"246","29","Perpignan–Barcelona","Perpignan–Barcelona Sants","175.5 km (109.1 mi)[dk]","New","300 km/h (190 mph)","2013","Operational","Spain"
"247","29","Seville–Cádiz railway","Seville–Santa Justa–Cádiz","158.1 km (98.2 mi)","Upgraded","220 km/h (140 mph)","2015","Operational","Spain"
"248","29","Atlantic Axis","A Coruña–Vigo-Urzáiz","155.6 km (96.7 mi)","New","200 km/h (120 mph)","2015","Operational","Spain"
"249","29","Madrid–Asturias","Madrid Chamartín–Lena, Asturias","342.3 km (212.7 mi)","New","300 km/h (190 mph)","2015–2023","Operational","Spain"
"250","29","Valencia−Sant Vicenç de Calders railway","Estació del Nord, Valencia–Sant Vicenç de Calders, El Vendrell","238 km (148 mi)","Upgraded","220 km/h (140 mph)","2018","Operational","Spain"
"251","29","Andalusian Corridor","Antequera-Santa Ana–Granada","125.7 km (78.1 mi)","New","300 km/h (190 mph)","2019","Operational","Spain"
"252","29","Andalusian Corridor","Antequera-Santa Ana-Cadiz","146 km (91 mi)","partly new","300 km/h (190 mph)","2030","Under construction","Spain"
"253","29","Andalusian Corridor","Granada–Almería","75 km (47 mi)","New","300 km/h (190 mph)","2030","Under construction","Spain"
"254","29","Alcázar de San Juan–Jaén","Grañena–Jaén","16.7 km (10.4 mi)","Partly new","200 km/h (120 mph)","2020","Operational","Spain"
"255","29","Alcázar de San Juan–Jaén","Alcázar de San Juan–Mora","67.5 km (41.9 mi)","Partly new","300 km/h (190 mph)","TBD","Under construction","Spain"
"256","29","Madrid–Extremadura high-speed rail line","Badajoz–Plasencia","192.6 km (119.7 mi)","Partly new","200 km/h (120 mph)","2022","Operational","Spain"
"257","29","Madrid–Extremadura high-speed rail line","Plasencia–Talayuela (Oropesa)","68.6 km (42.6 mi)","Partly new","250 km/h (160 mph)","2025","Under construction","Spain"
"258","29","Madrid–Extremadura high-speed rail line","Oropesa–Toledo","127 km (79 mi)","Partly new","200 km/h (120 mph)","2030","Under construction","Spain"
"259","29","LAV Venta de Baños-Burgos-Vitoria [es]","Venta de Baños-Burgos","86 km (53 mi)","New","300 km/h (190 mph)","2022","Operational","Spain"
"260","29","LAV Venta de Baños-Burgos-Vitoria [es]","Burgos - Miranda de Ebro - Vitoria","51.8 km (32.2 mi)","New","300 km/h (190 mph)","2028","Under construction","Spain"
"261","29","LAV Palencia–Santander [es]","Palencia–Alar del Rey","78.4 km (48.7 mi)","New","350 km/h (220 mph)","TBD","Under construction","Spain"
"262","29","LAV Palencia–Santander [es]","Alar del Rey–Reinosa","44.4 km (27.6 mi)","New","350 km/h (220 mph)","TBD","Under construction","Spain"
"263","29","Murcia–Almería","Murcia del Carmen–Almería","184 km (114 mi)","New","300 km/h (190 mph)","2026","Under construction","Spain"
"264","29","Two Seas corridor","Castejon–Pamplona","150 km (93 mi)","New","300 km/h (190 mph)","2027","Under construction","Spain"
"265","29","Two Seas corridor","Zaragoza–Castejon","150 km (93 mi)","New","300 km/h (190 mph)","2033","Under construction","Spain"
"266","29","Basque Y","Bilbao–Vitoria-Gasteiz/San Sebastián","172 km (107 mi)","New","220 km/h (140 mph)","2027","Under construction","Spain"
"267","30","Southern Main Line","Malmö–Katrineholm","336 km (209 mi)[dl]","Upgraded","200 km/h (120 mph)","1990","Operational","Sweden"
"268","30","Western Main Line","Stockholm–Gothenburg","312 km (194 mi)[dm]","Upgraded","200 km/h (120 mph)","1995","Operational","Sweden"
"269","30","West Coast Line","Lund–Gothenburg","232 km (144 mi)[dn]","Upgraded, partly new","200 km/h (120 mph)","1985–2023","Operational","Sweden"
"270","30","East Coast Line","Stockholm–Gävle","142 km (88 mi)[do]","Upgraded, partly new","200 km/h (120 mph)","1997–2017","Operational","Sweden"
"271","30","East Coast Line","Söderhamn–Enånger","105 km (65 mi)","Partly new","200 km/h (120 mph)","1999","Operational","Sweden"
"272","30","East Coast Line","Enånger–Sundsvall and Gävle north bypass","210 km (130 mi)","Partly new","200 km/h (120 mph)","2030[dp]–2040","Under construction","Sweden"
"273","30","Ådalen Line","Kramfors–Härnösand","30 km (19 mi)[dq]","Partly new","200 km/h (120 mph)","2012","Operational","Sweden"
"274","30","Svealand Line","Södertälje South–Folkesta","86 km (53 mi)","New","200 km/h (120 mph)","1997","Operational","Sweden"
"275","30","Mälaren Line","Solhem-Västerås; Harksta–Kolbäck; Arboga–Hovsta","155 km (96 mi)","Upgraded, partly new","200 km/h (120 mph)","2005","Operational","Sweden"
"276","30","Bothnia Line","Höga Kusten Airport–Umeå","190 km (120 mi)","New","250 km/h (160 mph)[dr]","2010","Operational","Sweden"
"277","30","Norway/Vänern Line","Gothenburg–Öxnered","80 km (50 mi)","Upgraded, partly new","200 km/h (120 mph)","2012","Operational","Sweden"
"278","30","Haparanda Line","Kalix–Haparanda","43 km (27 mi)","Partly new","250 km/h (160 mph)[dr]","2012","Operational","Sweden"
"279","30","North Bothnia Line","Umeå–Luleå","270 km (170 mi)","New","250 km/h (160 mph)","2026–2038+","Under construction","Sweden"
"280","30","The East Link","Järna–Linköping","160 km (99 mi)","New","250 km/h (160 mph)","2035","Under construction","Sweden"
"281","30","Gothenburg–Borås Double Tracks","Gothenburg–Borås","60 km (37 mi)","New","250 km/h (160 mph)","2039–2041[70]","","Sweden"
"282","30","Hässleholm–Lund Quad Tracks","Hässleholm–Lund","60 km (37 mi)","New","250 km/h (160 mph)","≈2040[71][72]","","Sweden"
"283","30","Stockholm–Uppsala Quad Tracks","Stockholm–Uppsala","?","New?","250 km/h (160 mph)?","≈2040?","","Sweden"
"284","31","Solothurn–Wanzwil railway","NA (Connecting line)","12 km (7.5 mi)","New","200 km/h (120 mph)","2004","Operational","Switzerland"
"285","31","Mattstetten–Rothrist new line","Olten–Bern","45 km (28 mi)","New","200 km/h (120 mph)","2007","Operational","Switzerland"
"286","31","Lötschberg Base Tunnel","NA (Connecting line)","34 km (21 mi)","New","250 km/h (160 mph)[ds]","2007","Operational","Switzerland"
"287","31","Gotthard Base Tunnel","NA (Connecting line)","57 km (35 mi)","New","200 km/h (120 mph)[dt]","2016","Operational","Switzerland"
"288","31","Ceneri Base Tunnel","NA (Connecting line)","15.4 km (9.6 mi)","New","200 km/h (120 mph)[du]","2020","Operational","Switzerland"
"289","31","Simplon Railway","Vallorbe–Domodossola","232.5 km (144.5 mi)","Upgraded","200 km/h (120 mph)","2030","Undergoing upgrade","Switzerland"
"290","32","Great Western Main Line","London Paddington–Bristol Temple Meads","190.2 km (118.2 mi)","Upgraded","201 km/h (125 mph)","1976[73]","Operational","United_Kingdom"
"291","32","South Wales Main Line","London Paddington–Pilning","34.5 km (21.4 mi)[dv]","Upgraded","201 km/h (125 mph)[dw]","1976","Operational","United_Kingdom"
"292","32","East Coast Main Line","London King's Cross–Edinburgh","552.7 km (343.4 mi)[dx]","Upgraded","201 km/h (125 mph)[dy]","1978","Operational","United_Kingdom"
"293","32","Cross Country Route","York–Bristol Temple Meads","56 km (35 mi)","Upgraded","201 km/h (125 mph)","1982","Operational","United_Kingdom"
"294","32","West Coast Main Line","Glasgow central–Euston, London","442 km (275 mi)[dz]","Upgraded","201 km/h (125 mph)","2005","Operational","United_Kingdom"
"295","32","High Speed 1","Fawkham Junction–Channel Tunnel","74 km (46 mi)","New","300 km/h (190 mph)[ea]","2003","Operational","United_Kingdom"
"296","32","High Speed 1","St Pancras, London–Ebbsfleet","39.4 km (24.5 mi)","New","230 km/h (140 mph)[eb]","2007","Operational","United_Kingdom"
"297","32","Midland Main Line","St Pancras, London / Derby / Nottingham / Chesterfield","100 km (62 mi)[ec]","Upgraded","201 km/h (125 mph)[ed]","2009","Operational","United_Kingdom"
"298","32","High Speed 2","Euston, London–Birmingham Curzon Street","230 km (140 mi)","New","360 km/h (220 mph)","Uncertain (originally 2033)","Under construction","United_Kingdom"
"299","32","High Speed 2","Crewe-Manchester","153 km (95 mi)","New","300 km/h (190 mph)[ee]","2040+","Suspended, revived as a private initiative","United_Kingdom"
"300","33","Northeast Corridor","Boston–Washington, D.C.","80.3 km (50 mi)[ef]","Upgraded","260 km/h (160 mph)","1969","Operational","United_States"
"301","33","Brightline","Orlando Airport–Cocoa","56.3 km (35 mi)[eg]","New[eh]","201 km/h (125 mph)[ei]","2023","Operational","United_States"
"302","33","California HSR","San Francisco–Los Angeles[ej]","275 km (171 mi)[ek]","New[el]","354 km/h (220 mph)[em]","2031–2033[en]","Under construction","United_States"
"303","33","Brightline West","Las Vegas–Los Angeles[eo]","351 km (218 mi)","New","322 km/h (200 mph)","2029","Under construction","United_States"
