"","BracketID","TotalPoints","Model","Year"
"1646",46,33,"Logistic",2024
"1647",47,53,"Logistic",2024
"1648",48,36,"Logistic",2024
"1649",49,53,"Logistic",2024
"1650",50,48,"Logistic",2024
"1651",51,37,"Logistic",2024
"1652",52,61,"Logistic",2024
"1653",53,39,"Logistic",2024
"1654",54,31,"Logistic",2024
"1655",55,41,"Logistic",2024
"1656",56,49,"Logistic",2024
"1657",57,22,"Logistic",2024
"1658",58,34,"Logistic",2024
"1659",59,34,"Logistic",2024
"1660",60,34,"Logistic",2024
"1661",61,45,"Logistic",2024
"1662",62,52,"Logistic",2024
"1663",63,29,"Logistic",2024
"1664",64,23,"Logistic",2024
"1665",65,43,"Logistic",2024
"1666",66,52,"Logistic",2024
"1667",67,53,"Logistic",2024
"1668",68,47,"Logistic",2024
"1669",69,51,"Logistic",2024
"1670",70,61,"Logistic",2024
"1671",71,42,"Logistic",2024
"1672",72,39,"Logistic",2024
"1673",73,45,"Logistic",2024
"1674",74,42,"Logistic",2024
"1675",75,35,"Logistic",2024
"1676",76,37,"Logistic",2024
"1677",77,45,"Logistic",2024
"1678",78,35,"Logistic",2024
"1679",79,33,"Logistic",2024
"1680",80,44,"Logistic",2024
"1681",81,43,"Logistic",2024
"1682",82,50,"Logistic",2024
"1683",83,48,"Logistic",2024
"1684",84,53,"Logistic",2024
"1685",85,58,"Logistic",2024
"1686",86,38,"Logistic",2024
"1687",87,39,"Logistic",2024
"1688",88,37,"Logistic",2024
"1689",89,48,"Logistic",2024
"1690",90,54,"Logistic",2024
"1691",91,40,"Logistic",2024
"1692",92,59,"Logistic",2024
"1693",93,50,"Logistic",2024
"1694",94,35,"Logistic",2024
"1695",95,47,"Logistic",2024
"1696",96,45,"Logistic",2024
"1697",97,57,"Logistic",2024
"1698",98,42,"Logistic",2024
"1699",99,55,"Logistic",2024
"1700",100,38,"Logistic",2024
"1701",1,37,"XGBoost",2024
"1702",2,38,"XGBoost",2024
"1703",3,48,"XGBoost",2024
"1704",4,52,"XGBoost",2024
"1705",5,40,"XGBoost",2024
"1706",6,32,"XGBoost",2024
"1707",7,36,"XGBoost",2024
"1708",8,35,"XGBoost",2024
"1709",9,38,"XGBoost",2024
"1710",10,46,"XGBoost",2024
"1711",11,41,"XGBoost",2024
"1712",12,57,"XGBoost",2024
"1713",13,37,"XGBoost",2024
"1714",14,58,"XGBoost",2024
"1715",15,34,"XGBoost",2024
"1716",16,35,"XGBoost",2024
"1717",17,49,"XGBoost",2024
"1718",18,41,"XGBoost",2024
"1719",19,57,"XGBoost",2024
"1720",20,37,"XGBoost",2024
"1721",21,38,"XGBoost",2024
"1722",22,30,"XGBoost",2024
"1723",23,45,"XGBoost",2024
"1724",24,51,"XGBoost",2024
"1725",25,45,"XGBoost",2024
"1726",26,41,"XGBoost",2024
"1727",27,46,"XGBoost",2024
"1728",28,31,"XGBoost",2024
"1729",29,43,"XGBoost",2024
"1730",30,36,"XGBoost",2024
"1731",31,32,"XGBoost",2024
"1732",32,56,"XGBoost",2024
"1733",33,34,"XGBoost",2024
"1734",34,35,"XGBoost",2024
"1735",35,44,"XGBoost",2024
"1736",36,40,"XGBoost",2024
"1737",37,55,"XGBoost",2024
"1738",38,44,"XGBoost",2024
"1739",39,37,"XGBoost",2024
"1740",40,38,"XGBoost",2024
"1741",41,52,"XGBoost",2024
"1742",42,28,"XGBoost",2024
"1743",43,33,"XGBoost",2024
"1744",44,56,"XGBoost",2024
"1745",45,33,"XGBoost",2024
"1746",46,36,"XGBoost",2024
"1747",47,45,"XGBoost",2024
"1748",48,59,"XGBoost",2024
"1749",49,56,"XGBoost",2024
"1750",50,45,"XGBoost",2024
"1751",51,52,"XGBoost",2024
"1752",52,41,"XGBoost",2024
"1753",53,43,"XGBoost",2024
"1754",54,37,"XGBoost",2024
"1755",55,38,"XGBoost",2024
"1756",56,38,"XGBoost",2024
"1757",57,31,"XGBoost",2024
"1758",58,32,"XGBoost",2024
"1759",59,38,"XGBoost",2024
"1760",60,54,"XGBoost",2024
"1761",61,32,"XGBoost",2024
"1762",62,30,"XGBoost",2024
"1763",63,55,"XGBoost",2024
"1764",64,35,"XGBoost",2024
"1765",65,39,"XGBoost",2024
"1766",66,38,"XGBoost",2024
"1767",67,34,"XGBoost",2024
"1768",68,51,"XGBoost",2024
"1769",69,33,"XGBoost",2024
"1770",70,51,"XGBoost",2024
"1771",71,42,"XGBoost",2024
"1772",72,35,"XGBoost",2024
"1773",73,39,"XGBoost",2024
"1774",74,45,"XGBoost",2024
"1775",75,34,"XGBoost",2024
"1776",76,42,"XGBoost",2024
"1777",77,42,"XGBoost",2024
"1778",78,35,"XGBoost",2024
"1779",79,33,"XGBoost",2024
"1780",80,50,"XGBoost",2024
"1781",81,58,"XGBoost",2024
"1782",82,35,"XGBoost",2024
"1783",83,53,"XGBoost",2024
"1784",84,41,"XGBoost",2024
"1785",85,41,"XGBoost",2024
"1786",86,37,"XGBoost",2024
"1787",87,45,"XGBoost",2024
"1788",88,40,"XGBoost",2024
"1789",89,46,"XGBoost",2024
"1790",90,64,"XGBoost",2024
"1791",91,51,"XGBoost",2024
"1792",92,42,"XGBoost",2024
"1793",93,46,"XGBoost",2024
"1794",94,40,"XGBoost",2024
"1795",95,29,"XGBoost",2024
"1796",96,47,"XGBoost",2024
"1797",97,61,"XGBoost",2024
"1798",98,54,"XGBoost",2024
"1799",99,60,"XGBoost",2024
"1800",100,39,"XGBoost",2024
"1801",1,59,"Consensus",2024
"1802",2,57,"Consensus",2024
"1803",3,51,"Consensus",2024
"1804",4,60,"Consensus",2024
"1805",5,64,"Consensus",2024
"1806",6,43,"Consensus",2024
"1807",7,57,"Consensus",2024
"1808",8,59,"Consensus",2024
"1809",9,60,"Consensus",2024
"1810",10,53,"Consensus",2024
"1811",11,65,"Consensus",2024
"1812",12,44,"Consensus",2024
"1813",13,51,"Consensus",2024
"1814",14,54,"Consensus",2024
"1815",15,54,"Consensus",2024
"1816",16,54,"Consensus",2024
"1817",17,45,"Consensus",2024
"1818",18,44,"Consensus",2024
"1819",19,52,"Consensus",2024
"1820",20,52,"Consensus",2024
"1821",21,51,"Consensus",2024
"1822",22,57,"Consensus",2024
"1823",23,55,"Consensus",2024
"1824",24,47,"Consensus",2024
"1825",25,66,"Consensus",2024
"1826",26,52,"Consensus",2024
"1827",27,61,"Consensus",2024
"1828",28,55,"Consensus",2024
"1829",29,41,"Consensus",2024
"1830",30,46,"Consensus",2024
"1831",31,56,"Consensus",2024
"1832",32,61,"Consensus",2024
"1833",33,53,"Consensus",2024
"1834",34,55,"Consensus",2024
"1835",35,50,"Consensus",2024
"1836",36,53,"Consensus",2024
"1837",37,59,"Consensus",2024
"1838",38,43,"Consensus",2024
"1839",39,43,"Consensus",2024
"1840",40,61,"Consensus",2024
"1841",41,51,"Consensus",2024
"1842",42,45,"Consensus",2024
"1843",43,45,"Consensus",2024
"1844",44,65,"Consensus",2024
"1845",45,56,"Consensus",2024
"1846",46,42,"Consensus",2024
"1847",47,57,"Consensus",2024
"1848",48,67,"Consensus",2024
"1849",49,60,"Consensus",2024
"1850",50,53,"Consensus",2024
"1851",51,57,"Consensus",2024
"1852",52,54,"Consensus",2024
"1853",53,49,"Consensus",2024
"1854",54,40,"Consensus",2024
"1855",55,50,"Consensus",2024
"1856",56,49,"Consensus",2024
"1857",57,45,"Consensus",2024
"1858",58,57,"Consensus",2024
"1859",59,58,"Consensus",2024
"1860",60,67,"Consensus",2024
"1861",61,45,"Consensus",2024
"1862",62,64,"Consensus",2024
"1863",63,43,"Consensus",2024
"1864",64,55,"Consensus",2024
"1865",65,62,"Consensus",2024
"1866",66,58,"Consensus",2024
"1867",67,60,"Consensus",2024
"1868",68,45,"Consensus",2024
"1869",69,56,"Consensus",2024
"1870",70,59,"Consensus",2024
"1871",71,47,"Consensus",2024
"1872",72,41,"Consensus",2024
"1873",73,64,"Consensus",2024
"1874",74,51,"Consensus",2024
"1875",75,56,"Consensus",2024
"1876",76,53,"Consensus",2024
"1877",77,48,"Consensus",2024
"1878",78,42,"Consensus",2024
"1879",79,41,"Consensus",2024
"1880",80,48,"Consensus",2024
"1881",81,50,"Consensus",2024
"1882",82,53,"Consensus",2024
"1883",83,57,"Consensus",2024
"1884",84,56,"Consensus",2024
"1885",85,57,"Consensus",2024
"1886",86,42,"Consensus",2024
"1887",87,63,"Consensus",2024
"1888",88,52,"Consensus",2024
"1889",89,50,"Consensus",2024
"1890",90,68,"Consensus",2024
"1891",91,49,"Consensus",2024
"1892",92,71,"Consensus",2024
"1893",93,63,"Consensus",2024
"1894",94,50,"Consensus",2024
"1895",95,48,"Consensus",2024
"1896",96,63,"Consensus",2024
"1897",97,60,"Consensus",2024
"1898",98,55,"Consensus",2024
"1899",99,60,"Consensus",2024
"1900",100,48,"Consensus",2024
"1901",1,41,"Linear PCA",2024
"1902",2,41,"Linear PCA",2024
"1903",3,34,"Linear PCA",2024
"1904",4,39,"Linear PCA",2024
"1905",5,26,"Linear PCA",2024
"1906",6,34,"Linear PCA",2024
"1907",7,59,"Linear PCA",2024
"1908",8,42,"Linear PCA",2024
"1909",9,39,"Linear PCA",2024
"1910",10,36,"Linear PCA",2024
"1911",11,56,"Linear PCA",2024
"1912",12,34,"Linear PCA",2024
"1913",13,38,"Linear PCA",2024
"1914",14,37,"Linear PCA",2024
"1915",15,32,"Linear PCA",2024
"1916",16,52,"Linear PCA",2024
"1917",17,28,"Linear PCA",2024
"1918",18,30,"Linear PCA",2024
"1919",19,53,"Linear PCA",2024
"1920",20,35,"Linear PCA",2024
"1921",21,32,"Linear PCA",2024
"1922",22,48,"Linear PCA",2024
"1923",23,31,"Linear PCA",2024
"1924",24,45,"Linear PCA",2024
"1925",25,51,"Linear PCA",2024
"1926",26,41,"Linear PCA",2024
"1927",27,39,"Linear PCA",2024
"1928",28,37,"Linear PCA",2024
"1929",29,28,"Linear PCA",2024
"1930",30,33,"Linear PCA",2024
"1931",31,29,"Linear PCA",2024
"1932",32,42,"Linear PCA",2024
"1933",33,37,"Linear PCA",2024
"1934",34,48,"Linear PCA",2024
"1935",35,28,"Linear PCA",2024
"1936",36,32,"Linear PCA",2024
"1937",37,54,"Linear PCA",2024
"1938",38,28,"Linear PCA",2024
"1939",39,36,"Linear PCA",2024
"1940",40,56,"Linear PCA",2024
"1941",41,40,"Linear PCA",2024
"1942",42,40,"Linear PCA",2024
"1943",43,31,"Linear PCA",2024
"1944",44,40,"Linear PCA",2024
"1945",45,29,"Linear PCA",2024
"1946",46,32,"Linear PCA",2024
"1947",47,53,"Linear PCA",2024
"1948",48,41,"Linear PCA",2024
"1949",49,44,"Linear PCA",2024
"1950",50,48,"Linear PCA",2024
"1951",51,36,"Linear PCA",2024
"1952",52,38,"Linear PCA",2024
"1953",53,38,"Linear PCA",2024
"1954",54,37,"Linear PCA",2024
"1955",55,42,"Linear PCA",2024
"1956",56,54,"Linear PCA",2024
"1957",57,25,"Linear PCA",2024
"1958",58,37,"Linear PCA",2024
"1959",59,35,"Linear PCA",2024
"1960",60,35,"Linear PCA",2024
"1961",61,33,"Linear PCA",2024
"1962",62,44,"Linear PCA",2024
"1963",63,30,"Linear PCA",2024
"1964",64,25,"Linear PCA",2024
"1965",65,59,"Linear PCA",2024
"1966",66,31,"Linear PCA",2024
"1967",67,36,"Linear PCA",2024
"1968",68,44,"Linear PCA",2024
"1969",69,32,"Linear PCA",2024
"1970",70,48,"Linear PCA",2024
"1971",71,39,"Linear PCA",2024
"1972",72,37,"Linear PCA",2024
"1973",73,37,"Linear PCA",2024
"1974",74,31,"Linear PCA",2024
"1975",75,33,"Linear PCA",2024
"1976",76,35,"Linear PCA",2024
"1977",77,44,"Linear PCA",2024
"1978",78,39,"Linear PCA",2024
"1979",79,36,"Linear PCA",2024
"1980",80,45,"Linear PCA",2024
"1981",81,44,"Linear PCA",2024
"1982",82,52,"Linear PCA",2024
"1983",83,27,"Linear PCA",2024
"1984",84,54,"Linear PCA",2024
"1985",85,41,"Linear PCA",2024
"1986",86,36,"Linear PCA",2024
"1987",87,30,"Linear PCA",2024
"1988",88,33,"Linear PCA",2024
"1989",89,37,"Linear PCA",2024
"1990",90,63,"Linear PCA",2024
"1991",91,33,"Linear PCA",2024
"1992",92,57,"Linear PCA",2024
"1993",93,51,"Linear PCA",2024
"1994",94,38,"Linear PCA",2024
"1995",95,48,"Linear PCA",2024
"1996",96,45,"Linear PCA",2024
"1997",97,55,"Linear PCA",2024
"1998",98,36,"Linear PCA",2024
"1999",99,51,"Linear PCA",2024
"2000",100,37,"Linear PCA",2024
"2001",1,45,"Ranger",2025
"2002",2,36,"Ranger",2025
"2003",3,49,"Ranger",2025
"2004",4,37,"Ranger",2025
"2005",5,36,"Ranger",2025
"2006",6,45,"Ranger",2025
"2007",7,44,"Ranger",2025
"2008",8,42,"Ranger",2025
"2009",9,39,"Ranger",2025
"2010",10,46,"Ranger",2025
"2011",11,42,"Ranger",2025
"2012",12,44,"Ranger",2025
"2013",13,54,"Ranger",2025
"2014",14,42,"Ranger",2025
"2015",15,58,"Ranger",2025
"2016",16,48,"Ranger",2025
"2017",17,54,"Ranger",2025
"2018",18,41,"Ranger",2025
"2019",19,49,"Ranger",2025
"2020",20,50,"Ranger",2025
"2021",21,59,"Ranger",2025
"2022",22,49,"Ranger",2025
"2023",23,39,"Ranger",2025
"2024",24,66,"Ranger",2025
"2025",25,36,"Ranger",2025
"2026",26,48,"Ranger",2025
"2027",27,43,"Ranger",2025
"2028",28,59,"Ranger",2025
"2029",29,58,"Ranger",2025
"2030",30,41,"Ranger",2025
"2031",31,46,"Ranger",2025
"2032",32,39,"Ranger",2025
"2033",33,38,"Ranger",2025
"2034",34,64,"Ranger",2025
"2035",35,38,"Ranger",2025
"2036",36,62,"Ranger",2025
"2037",37,53,"Ranger",2025
"2038",38,38,"Ranger",2025
"2039",39,44,"Ranger",2025
"2040",40,46,"Ranger",2025
"2041",41,54,"Ranger",2025
"2042",42,47,"Ranger",2025
"2043",43,36,"Ranger",2025
"2044",44,38,"Ranger",2025
"2045",45,41,"Ranger",2025
"2046",46,40,"Ranger",2025
"2047",47,42,"Ranger",2025
"2048",48,33,"Ranger",2025
"2049",49,56,"Ranger",2025
"2050",50,52,"Ranger",2025
"2051",51,48,"Ranger",2025
"2052",52,47,"Ranger",2025
"2053",53,47,"Ranger",2025
"2054",54,39,"Ranger",2025
"2055",55,59,"Ranger",2025
"2056",56,49,"Ranger",2025
"2057",57,52,"Ranger",2025
"2058",58,41,"Ranger",2025
"2059",59,52,"Ranger",2025
"2060",60,35,"Ranger",2025
"2061",61,39,"Ranger",2025
"2062",62,71,"Ranger",2025
"2063",63,48,"Ranger",2025
"2064",64,38,"Ranger",2025
"2065",65,49,"Ranger",2025
"2066",66,35,"Ranger",2025
"2067",67,62,"Ranger",2025
"2068",68,46,"Ranger",2025
"2069",69,46,"Ranger",2025
"2070",70,71,"Ranger",2025
"2071",71,41,"Ranger",2025
"2072",72,54,"Ranger",2025
"2073",73,51,"Ranger",2025
"2074",74,55,"Ranger",2025
"2075",75,44,"Ranger",2025
"2076",76,50,"Ranger",2025
"2077",77,56,"Ranger",2025
"2078",78,45,"Ranger",2025
"2079",79,36,"Ranger",2025
"2080",80,37,"Ranger",2025
"2081",81,51,"Ranger",2025
"2082",82,38,"Ranger",2025
"2083",83,35,"Ranger",2025
"2084",84,43,"Ranger",2025
"2085",85,53,"Ranger",2025
"2086",86,44,"Ranger",2025
"2087",87,49,"Ranger",2025
"2088",88,51,"Ranger",2025
"2089",89,47,"Ranger",2025
"2090",90,43,"Ranger",2025
"2091",91,47,"Ranger",2025
"2092",92,40,"Ranger",2025
"2093",93,68,"Ranger",2025
"2094",94,58,"Ranger",2025
"2095",95,56,"Ranger",2025
"2096",96,45,"Ranger",2025
"2097",97,40,"Ranger",2025
"2098",98,40,"Ranger",2025
"2099",99,45,"Ranger",2025
"2100",100,45,"Ranger",2025
"2101",1,49,"Logistic",2025
"2102",2,46,"Logistic",2025
"2103",3,52,"Logistic",2025
"2104",4,49,"Logistic",2025
"2105",5,62,"Logistic",2025
"2106",6,46,"Logistic",2025
"2107",7,54,"Logistic",2025
"2108",8,46,"Logistic",2025
"2109",9,42,"Logistic",2025
"2110",10,48,"Logistic",2025
"2111",11,41,"Logistic",2025
"2112",12,43,"Logistic",2025
"2113",13,58,"Logistic",2025
"2114",14,51,"Logistic",2025
"2115",15,54,"Logistic",2025
"2116",16,45,"Logistic",2025
"2117",17,44,"Logistic",2025
"2118",18,64,"Logistic",2025
"2119",19,56,"Logistic",2025
"2120",20,56,"Logistic",2025
"2121",21,61,"Logistic",2025
"2122",22,49,"Logistic",2025
"2123",23,47,"Logistic",2025
"2124",24,68,"Logistic",2025
"2125",25,53,"Logistic",2025
"2126",26,51,"Logistic",2025
"2127",27,46,"Logistic",2025
"2128",28,40,"Logistic",2025
"2129",29,55,"Logistic",2025
"2130",30,55,"Logistic",2025
"2131",31,58,"Logistic",2025
"2132",32,59,"Logistic",2025
"2133",33,56,"Logistic",2025
"2134",34,49,"Logistic",2025
"2135",35,48,"Logistic",2025
"2136",36,55,"Logistic",2025
"2137",37,58,"Logistic",2025
"2138",38,54,"Logistic",2025
"2139",39,59,"Logistic",2025
"2140",40,44,"Logistic",2025
"2141",41,57,"Logistic",2025
"2142",42,59,"Logistic",2025
"2143",43,37,"Logistic",2025
"2144",44,46,"Logistic",2025
"2145",45,62,"Logistic",2025
"2146",46,41,"Logistic",2025
"2147",47,52,"Logistic",2025
"2148",48,48,"Logistic",2025
"2149",49,42,"Logistic",2025
"2150",50,54,"Logistic",2025
"2151",51,51,"Logistic",2025
"2152",52,48,"Logistic",2025
"2153",53,72,"Logistic",2025
"2154",54,44,"Logistic",2025
"2155",55,55,"Logistic",2025
"2156",56,65,"Logistic",2025
"2157",57,52,"Logistic",2025
"2158",58,47,"Logistic",2025
"2159",59,61,"Logistic",2025
"2160",60,38,"Logistic",2025
"2161",61,54,"Logistic",2025
"2162",62,50,"Logistic",2025
"2163",63,47,"Logistic",2025
"2164",64,43,"Logistic",2025
"2165",65,54,"Logistic",2025
"2166",66,60,"Logistic",2025
"2167",67,59,"Logistic",2025
"2168",68,48,"Logistic",2025
"2169",69,55,"Logistic",2025
"2170",70,58,"Logistic",2025
"2171",71,63,"Logistic",2025
"2172",72,55,"Logistic",2025
"2173",73,45,"Logistic",2025
"2174",74,60,"Logistic",2025
"2175",75,54,"Logistic",2025
"2176",76,53,"Logistic",2025
"2177",77,58,"Logistic",2025
"2178",78,57,"Logistic",2025
"2179",79,48,"Logistic",2025
"2180",80,35,"Logistic",2025
"2181",81,57,"Logistic",2025
"2182",82,54,"Logistic",2025
"2183",83,49,"Logistic",2025
"2184",84,56,"Logistic",2025
"2185",85,63,"Logistic",2025
"2186",86,54,"Logistic",2025
"2187",87,56,"Logistic",2025
"2188",88,31,"Logistic",2025
"2189",89,61,"Logistic",2025
"2190",90,58,"Logistic",2025
"2191",91,54,"Logistic",2025
"2192",92,51,"Logistic",2025
"2193",93,49,"Logistic",2025
"2194",94,40,"Logistic",2025
"2195",95,51,"Logistic",2025
"2196",96,49,"Logistic",2025
"2197",97,54,"Logistic",2025
"2198",98,41,"Logistic",2025
"2199",99,59,"Logistic",2025
"2200",100,69,"Logistic",2025
"2201",1,54,"XGBoost",2025
"2202",2,65,"XGBoost",2025
"2203",3,44,"XGBoost",2025
"2204",4,46,"XGBoost",2025
"2205",5,53,"XGBoost",2025
"2206",6,35,"XGBoost",2025
"2207",7,49,"XGBoost",2025
"2208",8,49,"XGBoost",2025
"2209",9,40,"XGBoost",2025
"2210",10,42,"XGBoost",2025
"2211",11,43,"XGBoost",2025
"2212",12,49,"XGBoost",2025
"2213",13,51,"XGBoost",2025
"2214",14,44,"XGBoost",2025
"2215",15,39,"XGBoost",2025
"2216",16,42,"XGBoost",2025
"2217",17,74,"XGBoost",2025
"2218",18,63,"XGBoost",2025
"2219",19,55,"XGBoost",2025
"2220",20,52,"XGBoost",2025
"2221",21,42,"XGBoost",2025
"2222",22,50,"XGBoost",2025
"2223",23,51,"XGBoost",2025
"2224",24,67,"XGBoost",2025
"2225",25,55,"XGBoost",2025
"2226",26,50,"XGBoost",2025
"2227",27,52,"XGBoost",2025
"2228",28,46,"XGBoost",2025
"2229",29,57,"XGBoost",2025
"2230",30,49,"XGBoost",2025
"2231",31,56,"XGBoost",2025
"2232",32,58,"XGBoost",2025
"2233",33,55,"XGBoost",2025
"2234",34,46,"XGBoost",2025
"2235",35,53,"XGBoost",2025
"2236",36,47,"XGBoost",2025
"2237",37,54,"XGBoost",2025
"2238",38,50,"XGBoost",2025
"2239",39,61,"XGBoost",2025
"2240",40,51,"XGBoost",2025
"2241",41,59,"XGBoost",2025
"2242",42,56,"XGBoost",2025
"2243",43,37,"XGBoost",2025
"2244",44,64,"XGBoost",2025
"2245",45,50,"XGBoost",2025
"2246",46,44,"XGBoost",2025
"2247",47,50,"XGBoost",2025
"2248",48,49,"XGBoost",2025
"2249",49,38,"XGBoost",2025
"2250",50,46,"XGBoost",2025
"2251",51,53,"XGBoost",2025
"2252",52,43,"XGBoost",2025
"2253",53,73,"XGBoost",2025
"2254",54,45,"XGBoost",2025
"2255",55,67,"XGBoost",2025
"2256",56,70,"XGBoost",2025
"2257",57,58,"XGBoost",2025
"2258",58,54,"XGBoost",2025
"2259",59,47,"XGBoost",2025
"2260",60,34,"XGBoost",2025
"2261",61,60,"XGBoost",2025
"2262",62,48,"XGBoost",2025
"2263",63,48,"XGBoost",2025
"2264",64,58,"XGBoost",2025
"2265",65,65,"XGBoost",2025
"2266",66,60,"XGBoost",2025
"2267",67,55,"XGBoost",2025
"2268",68,58,"XGBoost",2025
"2269",69,53,"XGBoost",2025
"2270",70,56,"XGBoost",2025
"2271",71,59,"XGBoost",2025
"2272",72,46,"XGBoost",2025
"2273",73,44,"XGBoost",2025
"2274",74,46,"XGBoost",2025
"2275",75,69,"XGBoost",2025
"2276",76,54,"XGBoost",2025
"2277",77,63,"XGBoost",2025
"2278",78,55,"XGBoost",2025
"2279",79,48,"XGBoost",2025
"2280",80,36,"XGBoost",2025
"2281",81,37,"XGBoost",2025
"2282",82,53,"XGBoost",2025
"2283",83,45,"XGBoost",2025
"2284",84,53,"XGBoost",2025
"2285",85,60,"XGBoost",2025
"2286",86,53,"XGBoost",2025
"2287",87,44,"XGBoost",2025
"2288",88,43,"XGBoost",2025
"2289",89,59,"XGBoost",2025
"2290",90,47,"XGBoost",2025
"2291",91,41,"XGBoost",2025
"2292",92,46,"XGBoost",2025
"2293",93,52,"XGBoost",2025
"2294",94,55,"XGBoost",2025
"2295",95,44,"XGBoost",2025
"2296",96,39,"XGBoost",2025
"2297",97,56,"XGBoost",2025
"2298",98,53,"XGBoost",2025
"2299",99,47,"XGBoost",2025
"2300",100,65,"XGBoost",2025
"2301",1,56,"Consensus",2025
"2302",2,73,"Consensus",2025
"2303",3,78,"Consensus",2025
"2304",4,58,"Consensus",2025
"2305",5,65,"Consensus",2025
"2306",6,67,"Consensus",2025
"2307",7,67,"Consensus",2025
"2308",8,50,"Consensus",2025
"2309",9,62,"Consensus",2025
"2310",10,76,"Consensus",2025
"2311",11,66,"Consensus",2025
"2312",12,72,"Consensus",2025
"2313",13,57,"Consensus",2025
"2314",14,62,"Consensus",2025
"2315",15,65,"Consensus",2025
"2316",16,56,"Consensus",2025
"2317",17,71,"Consensus",2025
"2318",18,86,"Consensus",2025
"2319",19,60,"Consensus",2025
"2320",20,72,"Consensus",2025
"2321",21,69,"Consensus",2025
"2322",22,60,"Consensus",2025
"2323",23,64,"Consensus",2025
"2324",24,69,"Consensus",2025
"2325",25,71,"Consensus",2025
"2326",26,70,"Consensus",2025
"2327",27,54,"Consensus",2025
"2328",28,60,"Consensus",2025
"2329",29,65,"Consensus",2025
"2330",30,59,"Consensus",2025
"2331",31,63,"Consensus",2025
"2332",32,63,"Consensus",2025
"2333",33,78,"Consensus",2025
"2334",34,57,"Consensus",2025
"2335",35,63,"Consensus",2025
"2336",36,56,"Consensus",2025
"2337",37,66,"Consensus",2025
"2338",38,58,"Consensus",2025
"2339",39,77,"Consensus",2025
"2340",40,65,"Consensus",2025
"2341",41,61,"Consensus",2025
"2342",42,72,"Consensus",2025
"2343",43,56,"Consensus",2025
"2344",44,58,"Consensus",2025
"2345",45,66,"Consensus",2025
"2346",46,76,"Consensus",2025
"2347",47,60,"Consensus",2025
"2348",48,56,"Consensus",2025
"2349",49,59,"Consensus",2025
"2350",50,66,"Consensus",2025
"2351",51,65,"Consensus",2025
"2352",52,60,"Consensus",2025
"2353",53,74,"Consensus",2025
"2354",54,68,"Consensus",2025
"2355",55,68,"Consensus",2025
"2356",56,78,"Consensus",2025
"2357",57,66,"Consensus",2025
"2358",58,57,"Consensus",2025
"2359",59,71,"Consensus",2025
"2360",60,49,"Consensus",2025
"2361",61,70,"Consensus",2025
"2362",62,69,"Consensus",2025
"2363",63,58,"Consensus",2025
"2364",64,60,"Consensus",2025
"2365",65,65,"Consensus",2025
"2366",66,70,"Consensus",2025
"2367",67,65,"Consensus",2025
"2368",68,67,"Consensus",2025
"2369",69,60,"Consensus",2025
"2370",70,56,"Consensus",2025
"2371",71,81,"Consensus",2025
"2372",72,60,"Consensus",2025
"2373",73,54,"Consensus",2025
"2374",74,69,"Consensus",2025
"2375",75,73,"Consensus",2025
"2376",76,78,"Consensus",2025
"2377",77,71,"Consensus",2025
"2378",78,63,"Consensus",2025
"2379",79,63,"Consensus",2025
"2380",80,72,"Consensus",2025
"2381",81,71,"Consensus",2025
"2382",82,61,"Consensus",2025
"2383",83,75,"Consensus",2025
"2384",84,63,"Consensus",2025
"2385",85,66,"Consensus",2025
"2386",86,56,"Consensus",2025
"2387",87,67,"Consensus",2025
"2388",88,58,"Consensus",2025
"2389",89,75,"Consensus",2025
"2390",90,67,"Consensus",2025
"2391",91,60,"Consensus",2025
"2392",92,58,"Consensus",2025
"2393",93,60,"Consensus",2025
"2394",94,70,"Consensus",2025
"2395",95,60,"Consensus",2025
"2396",96,63,"Consensus",2025
"2397",97,67,"Consensus",2025
"2398",98,61,"Consensus",2025
"2399",99,61,"Consensus",2025
"2400",100,74,"Consensus",2025
"2401",1,47,"Linear PCA",2025
"2402",2,42,"Linear PCA",2025
"2403",3,38,"Linear PCA",2025
"2404",4,37,"Linear PCA",2025
"2405",5,52,"Linear PCA",2025
"2406",6,38,"Linear PCA",2025
"2407",7,50,"Linear PCA",2025
"2408",8,42,"Linear PCA",2025
"2409",9,34,"Linear PCA",2025
"2410",10,28,"Linear PCA",2025
"2411",11,39,"Linear PCA",2025
"2412",12,39,"Linear PCA",2025
"2413",13,53,"Linear PCA",2025
"2414",14,52,"Linear PCA",2025
"2415",15,46,"Linear PCA",2025
"2416",16,36,"Linear PCA",2025
"2417",17,35,"Linear PCA",2025
"2418",18,56,"Linear PCA",2025
"2419",19,48,"Linear PCA",2025
"2420",20,50,"Linear PCA",2025
"2421",21,39,"Linear PCA",2025
"2422",22,46,"Linear PCA",2025
"2423",23,40,"Linear PCA",2025
"2424",24,46,"Linear PCA",2025
"2425",25,39,"Linear PCA",2025
"2426",26,44,"Linear PCA",2025
"2427",27,40,"Linear PCA",2025
"2428",28,32,"Linear PCA",2025
"2429",29,52,"Linear PCA",2025
"2430",30,32,"Linear PCA",2025
"2431",31,52,"Linear PCA",2025
"2432",32,50,"Linear PCA",2025
"2433",33,44,"Linear PCA",2025
"2434",34,44,"Linear PCA",2025
"2435",35,41,"Linear PCA",2025
"2436",36,37,"Linear PCA",2025
"2437",37,47,"Linear PCA",2025
"2438",38,45,"Linear PCA",2025
"2439",39,39,"Linear PCA",2025
